nama_spklu,periode_data,owner_operator,lokasi,jumlah_unit,teknologi
"(VOLTRON) JAMBULUWUK THAMRIN HOTEL",2025,VOLTRON,N/A,1,"STANDART CHARGING"
"(VOLTRON) JAMBULUWUK THAMRIN HOTEL",2025,VOLTRON,N/A,1,"MEDIUM CHARGING"
"(VOLTRON) ARTOTEL SUITES MANGKULUHUR",2025,VOLTRON,"JL. RADAR SELATAN 6, RT.6/RW.2, HALIM PERDANA KUSUMAH, KEC. MAKASAR, KOTA JAKARTA TIMUR, DKI JAKARTA",1,"STANDART CHARGING"
"(VOLTRON) ARTOTEL SUITES MANGKULUHUR",2025,VOLTRON,"JL. RADAR SELATAN 6, RT.6/RW.2, HALIM PERDANA KUSUMAH, KEC. MAKASAR, KOTA JAKARTA TIMUR, DKI JAKARTA",1,"MEDIUM CHARGING"
"(VOLTRON) SEQUIS TOWER",2025,VOLTRON,"JL. RAYA BOJONGSARI NO.53, BOJONGSARI LAMA, KEC. BOJONGSARI, KOTA DEPOK, JAWA BARAT 16517, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) BEZ WALK",2025,VOLTRON,"JL. RIAU NO.5-7, RT.9/RW.5, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA",1,"STANDART CHARGING"
"(VOLTRON) BEZ WALK",2025,VOLTRON,"JL. RIAU NO.5-7, RT.9/RW.5, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA",1,"MEDIUM CHARGING"
"(VOLTRON) FAME HOTEL",2025,VOLTRON,"JL. GATOT SUBROTO KAV. II NO.3, RT.1/RW.4, KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, DKI JAKARTA",1,"STANDART CHARGING"
"(VOLTRON) FAME HOTEL",2025,VOLTRON,"JL. GATOT SUBROTO KAV. II NO.3, RT.1/RW.4, KARET SEMANGGI, KECAMATAN SETIABUDI, JAKARTA SELATAN, DKI JAKARTA",1,"MEDIUM CHARGING"
"(VOLTRON) ATRIA HOTEL",2025,VOLTRON,"JL. JEND SUDIRMAN KAV.71 SCBD LOT 11B, JAKARTA SELATAN,DAERAH KHUSUS IBUKOTA JAKARTA 12190",1,"STANDART CHARGING"
"(VOLTRON) ATRIA HOTEL",2025,VOLTRON,"JL. JEND SUDIRMAN KAV.71 SCBD LOT 11B, JAKARTA SELATAN,DAERAH KHUSUS IBUKOTA JAKARTA 12190",1,"MEDIUM CHARGING"
"(VOLTRON) CFX TOWER",2025,VOLTRON,"JL. JENDERAL SUDIRMAN, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DKI JAKARTA",2,"FAST CHARGING"
"(VOLTRON) CFX TOWER",2025,VOLTRON,"JL. JENDERAL SUDIRMAN, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DKI JAKARTA",2,"MEDIUM CHARGING"
"(VOLTRON) SUMMARECON MALL BEKASI",2025,VOLTRON,"JL. M.H. THAMRIN NO.6, RT.2/RW.1, KB. SIRIH, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA",2,"STANDART CHARGING"
"(VOLTRON) SUMMARECON MALL BEKASI",2025,VOLTRON,"JL. M.H. THAMRIN NO.6, RT.2/RW.1, KB. SIRIH, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA",2,"MEDIUM CHARGING"
"(VOLTRON) MARKETING OFFICE SUMMARECON",2025,VOLTRON,"JL. GATOT SUBROTO NO.35-36 6, RT.6/RW.3, KUNINGAN, KUNINGAN TIMUR, SETIABUDI, JAKARTA SELATAN, DKI JAKARTA",1,"MEDIUM CHARGING"
"(DAYAGREEN) OFFICE 8 SENOPATI",2025,VOLTRON,"JL. SENOPATI NO.8, RT.8/RW.3, SENAYAN, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS JAKARTA",3,"MEDIUM CHARGING"
"(DAYAGREEN) CBD PLUIT",2025,VOLTRON,"JL PLUIT SELATAN RAYA RT.23/RW.8, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA, DKI JAKARTA",3,"STANDART CHARGING"
"(DAYAGREEN) CBD PLUIT",2025,VOLTRON,"JL PLUIT SELATAN RAYA RT.23/RW.8, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA, DKI JAKARTA",2,"MEDIUM CHARGING"
"(DAYAGREEN) HARVEST SENOPATI",2025,VOLTRON,"THE HARVEST SENOPATI JL. SENOPATI NO.47, RT.8/RW.3, SELONG, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DKI JAKARTA",1,"MEDIUM CHARGING"
"(DAYAGREEN) BLACK OWL PIK",2025,VOLTRON,"AREA PARKIR GOLF ISLAND BEACH THEME PARK JL. PANTAI INDAH KAPUK NO.77, KAMAL MUARA, KOTA JAKARTA UTARA, DKI JAKARTA",1,"MEDIUM CHARGING"
"(DAYAGREEN) BLACK OWL KELAPA GADING",2025,VOLTRON,"AREA PARKIR BLACK OWL KELAPA GADING JL. BULEVARD ARTHA GADING BLOK A-2, KELAPA GADING BARAT, KOTA JAKARTA UTARA, DKI JAKARTA",2,"STANDART CHARGING"
"(DAYAGREEN) YUAN GARDEN PASAR BARU",2025,VOLTRON,"AREA PARKIR YUAN GARDEN PASAR BARU. JL. PINTU AIR V NO. 53 RT5/RW8, PASAR BARU, KEC SAWAH BESAR, KOTA JAKARTA PUSAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) FOOD HALL THE MANSION DUKUH ATAS KEMAYORAN",2025,VOLTRON,"AREA PARKIR FOODHALL THE MANSION AT DUKUH GOLF KEMAYORAN BY LONGESTAY KOMPLEKS, JL TREMBESI BLOK D 4 BANDAR BARU, KEMAYORAN, KEC. KEMAYORAN, JKT UTARA",1,"STANDART CHARGING"
"(DAYAGREEN) FOOD HALL THE MANSION DUKUH ATAS KEMAYORAN",2025,VOLTRON,"AREA PARKIR FOODHALL THE MANSION AT DUKUH GOLF KEMAYORAN BY LONGESTAY KOMPLEKS, JL TREMBESI BLOK D 4 BANDAR BARU, KEMAYORAN, KEC. KEMAYORAN, JKT UTARA",1,"MEDIUM CHARGING"
"(DAYAGREEN) MINIKOPI",2025,VOLTRON,"AREA PARKIR MINI KOPI GREEN VILLE BLOK BG NO. 69 JL. GREEN VILLE, RT 11/RW 14, DURI KEPA, JAKARTA BARAT",1,"STANDART CHARGING"
"(DAYAGREEN) MINIKOPI",2025,VOLTRON,"AREA PARKIR MINI KOPI GREEN VILLE BLOK BG NO. 69 JL. GREEN VILLE, RT 11/RW 14, DURI KEPA, JAKARTA BARAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) PAPPAJACK KEDOYA",2025,VOLTRON,"AREA PARKIR PAPPA JACK JL. ARJUNA UTARA NO.2, KEDOYA SEL., KEC. KB. JERUK, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA",1,"STANDART CHARGING"
"(DAYAGREEN) HOTEL CIPTA PANCORAN",2025,VOLTRON,"AREA PARKIR CIPTA HOTEL PANCORAN JL. RAYA PASAR MINGGU NO.KAV. 19 7, PANCORAN, KEC. PANCORAN, KOTA JAKARTA SELATAN",1,"MEDIUM CHARGING"
"(DAYAGREEN) CLUB DE ARJUNA",2025,VOLTRON,"AREA PARKIR CLUB DE ARJUNA JL. KEDOYA RAYA, RT.8/RW.7, KEDOYA SEL., KEC. KB. JERUK, KOTA JAKARTA BARAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) JAKARTA DESIGN CENTER",2025,VOLTRON,"AREA PARKIR JDC (JAKARTA DESIGN CENTER) JL. GATOT SUBROTO NO.53, RT.10/RW.6, PETAMBURAN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) PAPPAJACK ELANG LAUT",2025,VOLTRON,"AREA PARKIR PAPPA JACK RUKO ELANG LAUT PIK JL. PANTAI INDAH SELATAN NO.D3, RT.3/RW.3, KAMAL MUARA, KEC. PENJARINGAN, JKT UTARA",1,"STANDART CHARGING"
"(DAYAGREEN) THE MANSION JASMINE TOWER AB",2025,VOLTRON,"AREA PARKIR THE MANSION AT DUKUH GOLF KEMAYORAN, JL TREMBESI BLOK D 4 BANDAR BARU, KEMAYORAN, KEC. KEMAYORAN, JAKARTA UTARA",1,"STANDART CHARGING"
"(DAYAGREEN) TIS SQUARE",2025,VOLTRON,"AREA PARKIR TIS SQUARE, JL. LETJEN M.T. HARYONO NO.52-53 11, RT.11/RW.5, TEBET BARAT, KEC. TEBET, KOTA JAKARTA SELATAN",1,"MEDIUM CHARGING"
"(DAYAGREEN) MULTIVISION TOWER",2025,VOLTRON,"AREA PARKIR GEDUNG MULTIVISION TOWER, JL. KUNINGAN MULIA LOT 9 B, RT.14/RW.4, KUNINGAN, KEC, SETIABUDI, KOTA JAKARTA SELATAN",1,"MEDIUM CHARGING"
"(DAYAGREEN) MEDITERANIA RESIDENCE",2025,VOLTRON,"AREA PARKIR MUTIARA RESIDENCE JL. PLUIT SAMUDRA RAYA NO.1A, RT.11/RW.5, PLUIT, PENJARINGAN, NORTH JAKARTA CITY",1,"MEDIUM CHARGING"
"(DAYAGREEN) GEREJA SALVATOR",2025,VOLTRON,"AREA GEREJA KATOLIK KRISTUS SALVATOR JALAN KAREL SATSUIT TUBUN NO. 128 RT.02/RW.07, SLIPI, KEC. PALMERAH, KOTA JAKARTA BARAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) APARTEMEN SEMANAN INDAH",2025,VOLTRON,"AREA PARKIR APARTEMEN SEMANAN INDAH JL. TAMAN SEMANAN RAYA NO.11, RT.16/RW.11, DURI KOSAMBI, KECAMATAN CENGKARENG, KOTA JAKARTA BARAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) MALL TAMAN PALEM",2025,VOLTRON,"AREA PARKIR MAL TAMAN PALEM JL. KAMAL RAYA OUTER RING ROAD, CENGKARENG TIMUR, KECAMATAN CENGKARENG, KOTA JAKARTA BARAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) MANGGA 2 COURT",2025,VOLTRON,"AREA PARKIR APARTEMEN MANGGA DUA COURT JL. APARTEMEN MANGGA DUA COURT, MANGGA DUA SEL., KECAMATAN SAWAH BESAR, KOTA JAKARTA PUSAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) APARTEMENT SEMANGGI",2025,VOLTRON,"AREA PARKIR APARTEMEN SEMANGGI JL. GATOT SUBROTO NO.KAV 53B, PALMERAH, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT",1,"MEDIUM CHARGING"
"(DAYAGREEN) THE EAST",2025,VOLTRON,"AREA PARKIR THE EAST TOWER JALAN DOKTOR IDE ANAK AGUNG GDE AGUNG, JL. KUNINGAN BARAT RAYA NO. 1, RT.5/RW.2, KUNINGAN BARAT, SETIABUDI, KOTA JAKARTA SELATAN",1,"MEDIUM CHARGING"
"(DAYAGREEN) PURI INDAH AUTO CENTER",2025,VOLTRON,"JL. PURI LKR. LUAR, KEMBANGAN SEL., KEC. KEMBANGAN, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11610",1,"MEDIUM CHARGING"
"(DAYAGREEN) PLUIT GADING HOSPITAL",2025,VOLTRON,"JL. BOULEVARD TIMUR, KLP. GADING TIM., KEC. KLP. GADING, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14250",1,"MEDIUM CHARGING"
"(DAYAGREEN) SETIABUDI RESIDENCES",2025,VOLTRON,"JL. SETIABUDI SELATAN RAYA NOMOR 16, RT.6/RW.7, KARET KUNINGAN, KEC.SETIABUDI, KOTA JAKARTA SELATAN, JAKARTA",1,"MEDIUM CHARGING"
"(TERRA CHARGE) PLUIT JUNCTION MALL",2025,VOLTRON,"JALAN PLUIT RAYA NO.1, RT.21/RW.8, PENJARINGAN, KEC. PENJARINGAN, JAKARTA UTARA, JAKARTA",2,"MEDIUM CHARGING"
"(TERRA CHARGE) APARTEMEN TAMANSARI SEMANGGI",2025,VOLTRON,"JL. KOMP. POLRI NO.134 8, RT.8/RW.2, KARET SEMANGGI, KEC. SETIABUDI, KOTA JAKARTA SELATAN, JAKARTA 1293",1,"MEDIUM CHARGING"
"(TERRA CHARGE) PLAZA SIMATUPANG",2025,VOLTRON,"JL. TAHI BONAR SIMATUPANG RAYA NO.1, RT.2/RW.17, PD. PINANG, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12310",1,"MEDIUM CHARGING"
"(TERRA CHARGE) HARTON TOWER CITI HUB",2025,VOLTRON,"JL. BOULEVARD ARTHA GADING, RT.18/RW.8, KLP. GADING BAR., KEC. KLP. GADING, JAKARTA, DAERAH KHUSUS IBUKOTA JAKARTA 14240",1,"MEDIUM CHARGING"
"(TERRA CHARGE) MITRA OASIS RESIDENCE",2025,VOLTRON,"JL. SENEN RAYA NO.135, RT.2/RW.2, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10410",2,"MEDIUM CHARGING"
"(TERRA CHARGE) RIVERSIDE (APARTEMEN MUARA INDAH)",2025,VOLTRON,"JL. MUARA KARANG BARAT, PLUIT, KEC. PENJARINGAN, JAKARTA UTARA, JAKARTA 14450",1,"MEDIUM CHARGING"
"(TERRA CHARGE) WEST VISTA SHOP HOUSE",2025,VOLTRON,"JL. LKR. LUAR BARAT NO.8, RT.9/RW.6, DURI KOSAMBI, KECAMATAN CENGKARENG, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11750",1,"MEDIUM CHARGING"
"(VOLTRON) SATRIO TOWER",2025,VOLTRON,"JL. PROF. DR. SATRIO, RT.7/RW.2, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA, INDONESIA",1,"ULTRA FAST CHARGING"
"(VOLTRON) SUDIRMAN MANSION",2025,VOLTRON,"JL JENDERAL SUDIRMAN, KAV. 59, RT.5/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190, INDONESIA",3,"MEDIUM CHARGING"
"(VOLTRON) THE ST. MORITZ APARTMENT (PRESIDENTIAL TOWER)",2025,VOLTRON,"RT.3/RW.2, SOUTH KEMBANGAN, KEMBANGAN, WEST JAKARTA CITY, JAKARTA 11610",1,"ULTRA FAST CHARGING"
"(TERRA CHARGE) DENZA PLUIT SALES CENTER",2025,VOLTRON,"JL. PLUIT SELATAN RAYA NO.8A 2, PENJARINGAN, NORTH JAKARTA CITY, JAKARTA 14440",2,"FAST CHARGING"
"(TERRA CHARGE) CITRA LANDMARK CIRACAS",2025,VOLTRON,"JL. RAYA CIRACAS NO.25, RT.1/RW.5, CIRACAS, KEC. CIRACAS, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13740",1,"MEDIUM CHARGING"
"(TERRA CHARGE) DELTA SPA GATOT SUBROTO",2025,VOLTRON,"JL. GATOT SUBROTO NO.KAV.76, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12870",1,"MEDIUM CHARGING"
"(TERRA CHARGE) DELTA SPA PONDOK INDAH",2025,VOLTRON,"JL. SULTAN ISKANDAR MUDA NO.72 5, RT.5/RW.9, KBY. LAMA SEL., KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12240",1,"MEDIUM CHARGING"
"(TERRA CHARGE) VILO GELATO MENTENG",2025,VOLTRON,"JL. HOS. COKROAMINOTO NO.67, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10350",1,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ THAMRIN NINE - UOB PLAZA, JAKARTA",2025,VOLTRON,"JL. TANJUNG KARANG NO.9-10, RT.9/RW20, KB. MELATI, KEC. TANAH ABANG, JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10230",6,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ THE ENERGY BUILDING MEDCO POWER",2025,VOLTRON,"JL. JEND. SUDIRMAN KAV 52-53 LOT 11A RT.5/RW.3, SENAYAN, KEC. KEBAYORAN BARU KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190, INDONESIA",1,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ THE ENERGY BUILDING MEDCO POWER",2025,VOLTRON,"JL. JEND. SUDIRMAN KAV 52-53 LOT 11A RT.5/RW.3, SENAYAN, KEC. KEBAYORAN BARU KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190, INDONESIA",1,"FAST CHARGING"
"SPKLU UTOMO CHARGE+ GAMA TOWER",2025,VOLTRON,"JL. H. R. RASUNA SAID NO.2, KARET KUNINGAN, KECAMATAN SETIABUDI, DAERAH KHUSUS IBUKOTA JAKARTA 12940, INDONESIA",2,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ ARANDRA RESIDENCE",2025,VOLTRON,"JL. CEMPAKA PUTIH RAYA NO.1 1, RT.1/RW.6, CEMPAKA PUTIH TIM., KEC. CEMPAKA PUTIH, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10510, INDONESIA",1,"FAST CHARGING"
"SPKLU UTOMO CHARGE+ ARANDRA RESIDENCE",2025,VOLTRON,"JL. CEMPAKA PUTIH RAYA NO.1 1, RT.1/RW.6, CEMPAKA PUTIH TIM., KEC. CEMPAKA PUTIH, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10510, INDONESIA",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ KOMPAS GRAMEDIA PALMERAH BARAT",2025,VOLTRON,"JL. PALMERAH BARAT NO. 29 - 32, GELORA, TANAH ABANG, JL. PALMERAH BARAT NO.29 - 32, RT.1/RW.2, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10270",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ KOMPAS GRAMEDIA PALMERAH BARAT",2025,VOLTRON,"JL. PALMERAH BARAT NO. 29 - 32, GELORA, TANAH ABANG, JL. PALMERAH BARAT NO.29 - 32, RT.1/RW.2, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10270",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ ARENA PEKAN RAYA JAKARTA",2025,VOLTRON,"JL. H. BENYAMIN SUEB NO.23, RW.10, PADEMANGAN TIM., KEC. PADEMANGAN, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14410, INDONESIA",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ WISMA BCA PONDOK INDAH",2025,VOLTRON,"JL. METRO PONDOK INDAH NO.10, RT.1/RW.17,PD. PINANG, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12310",1,"ULTRA FAST CHARGING"
"(TERRA CHARGE) SKY TERRACE LAGOON CONDO",2025,VOLTRON,"JL. TANAH LOT JL. DAAN MOGOT BARU NO.PERUM, RT.7/RW.17, KALIDERES, KEC. KALIDERES, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11840",1,"MEDIUM CHARGING"
"(TERRA CHARGE) APARTEMEN PALM MANSION",2025,VOLTRON,"JL. BOULEVARD TAMAN SURYA V BLOK EE1, RT.2/RW.3, PEGADUNGAN, KEC. KALIDERES, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11830",1,"MEDIUM CHARGING"
"(TERRA CHARGE) METROPOLITAN TOWER",2025,VOLTRON,"METROPOLITAN TOWER, JL. R.A. KARTINI NO.KAV. 14, WEST CILANDAK, CILANDAK, SOUTH JAKARTA CITY, JAKARTA",2,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ OAKWOOD PREMIER COZMO JAKARTA",2025,VOLTRON,"JL. DR. IDE ANAK AGUNG GDE AGUNG NO.1 1, KUNINGAN, MEGA KUNINGAN, SETIABUDI, JAKARTA, 12950",2,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ OAKWOOD PREMIER COZMO JAKARTA",2025,VOLTRON,"JL. DR. IDE ANAK AGUNG GDE AGUNG NO.1 1, KUNINGAN, MEGA KUNINGAN, SETIABUDI, JAKARTA, 12950",1,"ULTRA FAST CHARGING"
"(HVT) ISTIQLAL GLOBAL FUND",2025,VOLTRON,"JALAN TAMAN WIJAYA KUSUMA, PASAR BARU, KECAMATAN SAWAH BESAR, KOTA JAKARTA PUSAT",1,"ULTRA FAST CHARGING"
"(HVT) WYNDHAM CASABLANCA JAKARTA",2025,VOLTRON,"JL. CASABLANCA KAVLING 18 KELURAHAN MENTENG DALAM, KECAMATAN TEBET, JAKARTA SELATAN - 12870",1,"ULTRA FAST CHARGING"
"(HVT) APARTMENT THAMRIN EXECUTIVE",2025,VOLTRON,"JL. THAMRIN AVENUE 1, KEL. KEBON MELATI, KEC. TANAH ABANG - JAKARTA PUSAT 10230",1,"FAST CHARGING"
"(HVT) GRAHA EL NUSA",2025,VOLTRON,"JL. TB SIMATUPANG KAV. 1B JAKARTA 12560, INDONESIA",1,"FAST CHARGING"
"(HVT) MADISON PARK",2025,VOLTRON,"JL. S. PARMAN KAV. 28, JAKARTA 11470.",1,"ULTRA FAST CHARGING"
"(HVT) GRAND MADISON",2025,VOLTRON,"JL. TANJUNG DUREN TIMUR NO.35, RT.8/RW.8, TJ. DUREN SEL., KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11470",1,"ULTRA FAST CHARGING"
"(HVT) SEASON CITY",2025,VOLTRON,"JALAN PROF. DR. LATUMENTEN (D/H JEMBATAN BESI) NO. 33 KELURAHAN JEMBATAN BESI, KECAMATAN TAMBORA, JAKARTA 11320",1,"ULTRA FAST CHARGING"
"(HVT) WISMA KORINDO",2025,VOLTRON,"JL. MT HARYONO ST NO.KAV 62, RT.2/RW.2, PANCORAN, JAKARTA, 12780",1,"FAST CHARGING"
"(HVT) KALIBATA CITY",2025,VOLTRON,"JALAN TMP KALIBATA NO. 1 APARTEMEN KALIBATA CITY TOWER GAHARU LT. 9 BE CR 12750 JAKARTA JAKARTA PROVINCE",1,"ULTRA FAST CHARGING"
"(HVT) SUDIRMAN PARK",2025,VOLTRON,"JL JENDERAL SUDIRMAN KAV 86 10210 JAKARTA JAKARTA",1,"ULTRA FAST CHARGING"
"(HVT) GADING MEDITERANIA",2025,VOLTRON,"JL. BOULEVARD BUKIT GADING RAYA NO.15, RT.15/RW.3 14240 DAERAH KHUSUS IBUKOTA JAKARTA",1,"ULTRA FAST CHARGING"
"(TERRA CHARGE) BRANZ MEGA KUNINGAN",2025,VOLTRON,"JL. GURU MUGHNI NO.BLOK 10-3, RT.2/RW.5, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12930",1,"MEDIUM CHARGING"
"(TERRA CHARGE) SEQUIS TOWER",2025,VOLTRON,"JL. JENDERAL SUDIRMAN NO.71, RT.5/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190",1,"MEDIUM CHARGING"
"(TERRA CHARGE) WEST VISTA APARTMENT",2025,VOLTRON,"JL. LINGKAR LUAR BARAT NO.8, RT.9/RW.6, DURI KOSAMBI, KEC. CENGKARENG, KOTA JAKARTA BARAT, JAKARTA 11750",2,"MEDIUM CHARGING"
"(TERRA CHARGE) WORLD TRADE CENTER DC",2025,VOLTRON,"JL. H KAVLING NO.62, RT.8/RW.3, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",1,"FAST CHARGING"
"(TERRA CHARGE) WORLD TRADE CENTER 6 A",2025,VOLTRON,"JL. H KAVLING NO.62, RT.8/RW.3, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",2,"MEDIUM CHARGING"
"(TERRA CHARGE) WORLD TRADE CENTER 6 B",2025,VOLTRON,"JL. H KAVLING NO.62, RT.8/RW.3, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",3,"MEDIUM CHARGING"
"(TERRA CHARGE) WORLD TRADE CENTER 1",2025,VOLTRON,"JL. H KAVLING NO.62, RT.8/RW.3, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",2,"MEDIUM CHARGING"
"(TERRA CHARGE) HARMONIE EXCHANGE",2025,VOLTRON,"JL. HAYAM WURUK VI NO.6, KB. KLP., KECAMATAN GAMBIR, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10130",2,"MEDIUM CHARGING"
"(TERRA CHARGE) MTH SQUARE APARTMENT",2025,VOLTRON,"JL. LETJEN M.T. HARYONO NO.KAV 10 RT.6/RW.12, BIDARA CINA, KECAMATAN JATINEGARA, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13330",1,"MEDIUM CHARGING"
"(TERRA CHARGE) MEDITERANIA PALACE RESIDENCES",2025,VOLTRON,"JALAN LANDAS PACU UTARA SELATAN KAV. A1 NO. 2 RT. 010 RW. 013, KEBON KOSONG, KEC. KEMAYORAN, KOTA JAKARTA PUSAT, DKI JAKARTA 10630",1,"MEDIUM CHARGING"
"(TERRA CHARGE) GREEN CENTRAL CITY",2025,VOLTRON,"GREEN CENTRAL CITY, 5, JL. GAJAH MADA NO.188, RT.3/RW.5, GLODOK, KEC. TAMAN SARI, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11120",2,"MEDIUM CHARGING"
"(TERRA CHARGE) GEDUNG BAJA",2025,VOLTRON,"JL. PANGERAN JAYAKARTA NO.55, RT.1/RW.9, MANGGA DUA SEL., KECAMATAN SAWAH BESAR, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10730",2,"MEDIUM CHARGING"
"(TERRA CHARGE) GREEN PRAMUKA SQUARE MALL",2025,VOLTRON,"JL. JENDERAL AHMAD YANI NO.KAV .49, RAWASARI, KEC. CEMP. PUTIH, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10570",2,"MEDIUM CHARGING"
"(TERRA CHARGE) KEBAYORAN APARTMENT",2025,VOLTRON,"JL. ULUJAMI RAYA NO.10A, ULUJAMI, KEC. PESANGGRAHAN, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12250",2,"MEDIUM CHARGING"
"(TERRA CHARGE) REGENT RESIDENCES JAKARTA",2025,VOLTRON,"JL. GATOT SUBROTO NO.KAV. 1 1, RT.5/RW.3, KARET SEMANGGI, JAKARTA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12930",4,"MEDIUM CHARGING"
